DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION,HOUR
221416385,2022-09-12,2022-09-08,1100,Pacific,BURGLARY,37.0,M,O,Unknown,Invest Cont,3800    OCEAN FRONT                  WK,11
222011273,2022-06-18,2022-06-16,1935,Olympic,BATTERY - SIMPLE ASSAULT,52.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  GRAMERCY                     PL,19
220816203,2022-10-30,2022-10-30,30,West LA,BATTERY - SIMPLE ASSAULT,26.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1400    REXFORD                      DR,0
221413225,2022-06-29,2022-06-25,645,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59.0,M,W,Unknown,Invest Cont,6100 W  CENTURY                      BL,6
220101080,2022-12-19,2022-11-14,1000,Central,BURGLARY,33.0,F,B,Unknown,Invest Cont,1000 W  8TH                          ST,10
221913865,2022-08-02,2022-07-31,745,Mission,BURGLARY FROM VEHICLE,58.0,M,W,Unknown,Invest Cont,14800    EL CASCO                     ST,7
221315108,2022-07-28,2022-07-26,1517,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",61.0,M,B,Unknown,Adult Arrest,4900    AVALON                       BL,15
220215639,2022-08-21,2022-08-18,340,Rampart,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30.0,M,W,Unknown,Invest Cont,300 N  BEAUDRY                      AV,3
221516054,2022-10-13,2022-10-13,50,N Hollywood,CONTEMPT OF COURT,47.0,F,H,Unknown,Adult Other,11200    SHERMAN                      WY,0
222117688,2022-12-12,2022-12-12,400,Topanga,BURGLARY,35.0,M,X,Unknown,Adult Arrest,7000    TOPANGA CANYON               BL,4
221910847,2022-06-15,2022-06-15,715,Mission,THEFT PLAIN - PETTY ($950 & UNDER),40.0,M,O,Unknown,Invest Cont,13000    SHENLEY                      ST,7
220319918,2022-11-07,2022-11-07,2240,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4100    LOCKLAND                     PL,22
221418198,2022-09-12,2022-09-12,1027,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53.0,F,W,Unknown,Invest Cont,9100 S  SEPULVEDA                    BL,10
232004590,2023-01-16,2023-01-16,1810,Olympic,BATTERY - SIMPLE ASSAULT,32.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,400 S  HARVARD                      BL,18
222013809,2022-07-10,2022-07-08,1200,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),32.0,M,C,Unknown,Invest Cont,1700 S  HARVARD                      BL,12
221010949,2022-06-27,2022-06-02,1325,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),36.0,F,W,Unknown,Invest Cont,19000    SHERMAN                      WY,13
220618916,2022-11-13,2022-11-13,530,Hollywood,INTIMATE PARTNER - AGGRAVATED ASSAULT,38.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1700 N  LAS PALMAS                   AV,5
220218831,2022-10-19,2021-06-29,1,Rampart,THEFT OF IDENTITY,33.0,M,H,Unknown,Invest Cont,2300    MIRAMAR                      ST,0
231609222,2023-06-15,2023-06-15,1830,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,37.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11100    TAMBERLY                     LN,18
231507992,2023-04-05,2023-04-01,1450,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),32.0,F,B,Unknown,Invest Cont,11600    VALERIO                      ST,14
220319360,2022-10-31,2022-10-31,1400,Southwest,ROBBERY,52.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2800 W  VIEW                         ST,14
220117484,2022-08-02,2022-08-02,1430,Central,BATTERY - SIMPLE ASSAULT,30.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,600 S  FIGUEROA                     ST,14
230304809,2023-01-06,2023-01-05,1315,Southwest,THEFT OF IDENTITY,31.0,F,B,Unknown,Invest Cont,5800    BOWCROFT                     ST,13
220515136,2022-10-22,2022-10-03,600,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36.0,F,H,Unknown,Invest Cont,1400 W  225TH                        ST,6
221312644,2022-06-09,2022-05-20,1300,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25.0,F,H,Unknown,Invest Cont,2300    GRIFFITH                     AV,13
232007023,2023-03-16,2023-03-15,1630,Olympic,VIOLATION OF RESTRAINING ORDER,27.0,F,H,Unknown,Invest Cont,1300    FEDORA                       ST,16
221017340,2022-12-06,2022-12-06,930,West Valley,BURGLARY,57.0,F,O,Unknown,Invest Cont,16900    OAK VIEW                     DR,9
222014932,2022-09-12,2022-09-11,1224,Olympic,THEFT OF IDENTITY,32.0,F,W,Unknown,Invest Cont,1500 S  GRAMERCY                     PL,12
220316817,2022-09-14,2022-09-13,1419,Southwest,THEFT OF IDENTITY,26.0,M,W,Unknown,Invest Cont,2900    ALSACE                       AV,14
232007593,2023-03-30,2023-03-30,1610,Olympic,BRANDISH WEAPON,75.0,M,K,SCISSORS,Invest Cont,500 S  VIRGIL                       AV,16
220617671,2022-10-18,2022-10-15,2315,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),32.0,F,H,Unknown,Adult Other,1700 N  SYCAMORE                     AV,23
222013494,2022-06-29,2022-06-28,2230,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),32.0,F,H,Unknown,Invest Cont,700 S  NORMANDIE                    AV,22
220618020,2022-10-25,2022-10-25,220,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6000    MULHOLLAND                   HY,2
220317679,2022-10-01,2022-10-01,640,Southwest,THEFT OF IDENTITY,24.0,F,B,Unknown,Invest Cont,2600    WEST                         BL,6
231804620,2023-01-11,2023-01-09,2000,Southeast,"BUNCO, GRAND THEFT",36.0,F,H,Unknown,Invest Cont,100 E  95TH                         ST,20
230208379,2023-04-01,2023-04-01,2015,Rampart,BATTERY - SIMPLE ASSAULT,56.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  ALVARADO                     ST,20
230107910,2023-03-02,2023-03-01,1930,Central,BURGLARY FROM VEHICLE,30.0,M,O,Unknown,Invest Cont,800 S  GRAND                        AV,19
220114687,2022-06-21,2022-06-20,815,Central,THEFT OF IDENTITY,44.0,M,B,Unknown,Invest Cont,300 E  5TH                          ST,8
222117452,2022-12-07,2022-12-07,1500,Topanga,VIOLATION OF RESTRAINING ORDER,45.0,F,W,Unknown,Adult Other,19700    FRIAR                        ST,15
221413311,2022-06-20,2022-06-20,1145,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),71.0,F,H,Unknown,Invest Cont,3600    GLENDON                      AV,11
221511208,2022-06-17,2022-03-22,2100,N Hollywood,BURGLARY FROM VEHICLE,45.0,M,W,Unknown,Invest Cont,5300    BAKMAN                       AV,21
221811898,2022-06-02,2022-06-02,1450,Southeast,THEFT OF IDENTITY,84.0,M,B,Unknown,Invest Cont,13300 S  HOOVER                       ST,14
230305703,2023-02-03,2023-02-03,555,Southwest,THEFT OF IDENTITY,23.0,F,B,Unknown,Invest Cont,1200 W  MARTIN LUTHER KING JR        BL,5
220619250,2022-11-21,2022-11-08,400,Hollywood,BURGLARY,32.0,M,W,Unknown,Invest Cont,700    WILCOX                       AV,4
231304081,2023-01-02,2022-12-31,2300,Newton,BURGLARY FROM VEHICLE,23.0,M,H,Unknown,Invest Cont,30TH                         ST,23
221821558,2022-12-03,2022-12-02,602,Southeast,THEFT OF IDENTITY,45.0,M,H,Unknown,Invest Cont,9000    BARING CROSS                 ST,6
230404333,2023-01-10,2023-01-10,1040,Hollenbeck,VIOLATION OF RESTRAINING ORDER,40.0,F,H,Unknown,Invest Cont,3900    LOWELL                       AV,10
230805921,2023-02-16,2023-02-14,2200,West LA,BURGLARY FROM VEHICLE,26.0,M,W,Unknown,Invest Cont,1400    BUTLER                       AV,22
222014466,2022-08-28,2022-08-27,1000,Olympic,BURGLARY,36.0,F,H,Unknown,Invest Cont,5400    MELROSE                      AV,10
231305191,2023-01-24,2023-01-24,1252,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",69.0,F,H,STICK,Invest Cont,400 E  48TH                         ST,12
220613734,2022-07-21,2022-07-21,1900,Hollywood,INTIMATE PARTNER - AGGRAVATED ASSAULT,42.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1800 N  LAS PALMAS                   AV,19
230308258,2023-03-24,2023-03-24,1520,Southwest,ROBBERY,22.0,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3700    CRENSHAW                     BL,15
232005882,2023-02-15,2023-02-15,550,Olympic,TRESPASSING,34.0,F,B,Unknown,Invest Cont,3100    WILSHIRE                     BL,5
220618892,2022-11-13,2022-11-13,400,Hollywood,BATTERY - SIMPLE ASSAULT,24.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6200    HOLLYWOOD                    BL,4
220914987,2022-10-14,2022-10-13,2135,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,33.0,M,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,SEPULVEDA                    BL,21
221514621,2022-09-06,2022-09-03,2200,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),27.0,M,W,Unknown,Invest Cont,11200    MORRISON                     ST,22
222016908,2022-11-03,2022-11-01,241,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36.0,F,K,Unknown,Adult Other,4900    ROSEWOOD                     AV,2
222115284,2022-10-11,2022-10-05,2100,Topanga,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40.0,M,B,Unknown,Invest Cont,21200    KITTRIDGE                    ST,21
231505464,2023-02-05,2023-02-04,2035,N Hollywood,BURGLARY FROM VEHICLE,35.0,F,W,Unknown,Invest Cont,11200    OTSEGO                       ST,20
221419967,2022-10-26,2022-10-24,830,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61.0,F,O,Unknown,Invest Cont,3900    MOORE                        ST,8
232010318,2023-05-15,2023-05-15,1530,Olympic,BATTERY - SIMPLE ASSAULT,33.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  HOBART                       BL,15
221816847,2022-09-04,2022-09-04,1320,Southeast,BATTERY - SIMPLE ASSAULT,46.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,110TH                        ST,13
231805212,2023-01-24,2023-01-24,1100,Southeast,BATTERY - SIMPLE ASSAULT,67.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10100 S  FIGUEROA                     ST,11
220216266,2022-09-08,2022-09-05,1700,Rampart,ROBBERY,35.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,1000    WATERLOO                     ST,17
230209434,2023-04-22,2023-04-22,1725,Rampart,BRANDISH WEAPON,46.0,M,H,OTHER CUTTING INSTRUMENT,Adult Other,400 S  BURLINGTON                   AV,17
221318831,2022-10-05,2022-10-05,1500,Newton,BURGLARY FROM VEHICLE,64.0,M,O,Unknown,Invest Cont,1600 S  ALAMEDA                      ST,15
221916608,2022-11-07,2022-09-22,1200,Mission,THEFT OF IDENTITY,44.0,M,H,Unknown,Invest Cont,9700    VENA                         AV,12
220321446,2022-12-05,2022-12-05,1630,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,75.0,M,H,VERBAL THREAT,Adult Arrest,3900    CRENSHAW                     BL,16
230405898,2023-02-28,2021-01-21,830,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),35.0,M,H,Unknown,Invest Cont,1300    SAN PABLO                    ST,8
221818484,2022-10-04,2022-10-04,745,Southeast,TRESPASSING,53.0,F,H,Unknown,Invest Cont,9700    DEFIANCE                     AV,7
220315853,2022-08-28,2022-08-28,1615,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,40TH                         PL,16
231606236,2023-03-14,2023-03-13,1830,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,9400    SAN FERNANDO                 RD,18
231009696,2023-05-29,2023-05-28,2250,West Valley,BURGLARY,25.0,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5200    BECKFORD                     AV,22
220410234,2022-06-25,2022-06-25,1811,Hollenbeck,ATTEMPTED ROBBERY,85.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,2500    LOMBARDY                     BL,18
231405169,2023-01-07,2023-01-07,120,Pacific,PICKPOCKET,26.0,F,W,Unknown,Invest Cont,1300    ABBOT KINNEY                 BL,1
231808569,2023-04-03,2023-04-02,1,Southeast,THEFT OF IDENTITY,48.0,M,B,Unknown,Invest Cont,500 W  117TH                        ST,0
221214245,2022-06-21,2022-06-21,510,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42.0,M,H,SEMI-AUTOMATIC PISTOL,Invest Cont,300 E  76TH                         PL,5
221114323,2022-09-26,2022-09-25,2025,Northeast,BATTERY - SIMPLE ASSAULT,42.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,SUNSET                       BL,20
231805348,2023-01-27,2023-01-27,1545,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33.0,F,W,HAND GUN,Adult Arrest,104TH                        ST,15
220712883,2022-08-15,2022-08-15,250,Wilshire,ROBBERY,58.0,M,O,HAND GUN,Invest Cont,BEVERLY,2
220121870,2022-10-04,2022-10-04,630,Central,THEFT PLAIN - PETTY ($950 & UNDER),38.0,F,B,Unknown,Invest Cont,600 S  FIGUEROA                     ST,6
230705977,2023-02-12,2023-02-09,1803,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),31.0,M,W,Unknown,Invest Cont,1200    3RD                          AV,18
221912499,2022-07-26,2022-07-26,1300,Mission,BATTERY - SIMPLE ASSAULT,27.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14000    ASTORIA                      ST,13
221911238,2022-06-24,2022-06-24,1130,Mission,THEFT OF IDENTITY,20.0,F,H,Unknown,Invest Cont,9600    DORRINGTON                   AV,11
230811563,2023-07-02,2023-07-01,2145,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32.0,F,K,Unknown,Invest Cont,11300 W  JOFFRE                       ST,21
231105123,2023-01-30,2023-01-26,1930,Northeast,BURGLARY FROM VEHICLE,40.0,M,W,Unknown,Invest Cont,1100    SILVER LAKE                  BL,19
220300809,2022-09-17,2022-09-17,1700,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,43.0,F,H,FOLDING KNIFE,Adult Other,4400 W  ADAMS                        BL,17
231508762,2023-04-21,2023-04-21,1530,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,39.0,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11900    HART                         ST,15
220219072,2022-10-24,2022-10-23,2300,Rampart,BRANDISH WEAPON,33.0,M,B,OTHER KNIFE,Invest Cont,400    WITMER                       ST,23
222110210,2022-06-06,2022-06-03,935,Topanga,BURGLARY FROM VEHICLE,35.0,M,X,Unknown,Invest Cont,7700    CANOGA                       AV,9
230505617,2023-02-14,2022-05-01,1200,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51.0,M,O,Unknown,Invest Cont,500 W  20TH                         ST,12
221714555,2022-10-11,2022-10-11,1540,Devonshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,41.0,F,H,SCREWDRIVER,Adult Other,21500    GLEDHILL                     ST,15
220123208,2022-10-25,2022-10-25,1855,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",70.0,M,B,PIPE/METAL PIPE,Adult Other,4TH,18
220611804,2022-06-15,2022-06-15,1625,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,24.0,F,H,VERBAL THREAT,Adult Arrest,5200    VIRGINIA                     AV,16
222115942,2022-10-27,2022-10-27,1340,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,20200    SATICOY                      ST,13
231207333,2023-02-23,2023-02-23,1720,77th Street,BATTERY - SIMPLE ASSAULT,39.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,300 E  FLORENCE                     AV,17
220617769,2022-10-20,2022-10-19,1815,Hollywood,BATTERY - SIMPLE ASSAULT,51.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700    CAMINO PALMERO               ST,18
220124460,2022-11-12,2022-11-11,135,Central,PICKPOCKET,21.0,M,H,Unknown,Invest Cont,700 S  BROADWAY,1
221612439,2022-09-16,2022-09-16,1530,Foothill,OTHER ASSAULT,67.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,9700    WHEATLAND                    AV,15
221009995,2022-06-03,2022-06-03,2200,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,50.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17700    BURBANK                      BL,22
221315458,2022-08-04,2022-08-01,1,Newton,THEFT OF IDENTITY,41.0,F,H,Unknown,Invest Cont,5200    LONG BEACH                   AV,0
220711513,2022-07-11,2022-07-11,1622,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21.0,X,X,Unknown,Invest Cont,100    THE GROVE                    DR,16
231213852,2023-06-11,2023-06-10,200,77th Street,BURGLARY FROM VEHICLE,23.0,F,B,Unknown,Invest Cont,6500 S  NORMANDIE                    AV,2
221412747,2022-06-15,2022-06-14,1730,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),19.0,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,200    WORLD                        WY,17
220915238,2022-10-20,2022-10-19,600,Van Nuys,BIKE - STOLEN,38.0,M,O,Unknown,Invest Cont,4700    WILLIS                       AV,6
220616075,2022-09-14,2022-09-10,1325,Hollywood,BURGLARY FROM VEHICLE,55.0,F,C,Unknown,Invest Cont,2700    CANYON                       DR,13
220917578,2022-12-23,2022-12-19,1812,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30.0,F,O,Unknown,Invest Cont,14500    SHERMAN                      WY,18
221511130,2022-06-16,2022-06-15,2330,N Hollywood,BATTERY - SIMPLE ASSAULT,32.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10900    MAGNOLIA                     BL,23
221814106,2022-07-11,2022-07-08,1800,Southeast,EXTORTION,28.0,F,B,VERBAL THREAT,Invest Cont,600 E  CENTURY                      BL,18
230507726,2023-04-13,2021-09-22,1500,Harbor,BURGLARY,39.0,M,A,Unknown,Invest Cont,1400 W  190TH                        ST,15
230708134,2023-04-06,2023-04-06,540,Wilshire,BURGLARY,32.0,F,H,Unknown,Invest Cont,800 N  ORANGE                       DR,5
220124126,2022-11-08,2022-11-08,1630,Central,VEHICLE - ATTEMPT STOLEN,48.0,M,H,SCREWDRIVER,Invest Cont,1000 S  GRAND                        AV,16
221017798,2022-12-15,2022-11-30,1610,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),55.0,M,H,Unknown,Invest Cont,18600    ARMINTA                      ST,16
230609574,2023-05-09,2023-05-09,1025,Hollywood,BURGLARY FROM VEHICLE,23.0,M,W,Unknown,Invest Cont,MULHOLLAND,10
220123451,2022-10-29,2022-10-28,1930,Central,BURGLARY FROM VEHICLE,44.0,M,W,Unknown,Invest Cont,700 S  GRAND                        AV,19
231410239,2023-05-10,2023-05-10,1830,Pacific,BRANDISH WEAPON,42.0,M,H,OTHER KNIFE,Invest Cont,17TH                         AV,18
220126305,2022-12-13,2022-12-11,1900,Central,BATTERY - SIMPLE ASSAULT,25.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,OLYMPIC                      BL,19
232007909,2023-04-08,2023-04-08,625,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,26.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 N  OXFORD                       AV,6
231105381,2023-02-05,2023-02-02,1900,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33.0,F,O,Unknown,Invest Cont,GLENDALE                     BL,19
221225173,2022-12-14,2022-12-13,1500,77th Street,BURGLARY FROM VEHICLE,48.0,F,H,Unknown,Invest Cont,7600 S  BROADWAY,15
231812373,2023-06-23,2023-06-21,2200,Southeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),61.0,F,H,Unknown,Invest Cont,2000 E  115TH                        ST,22
221011302,2022-07-05,2022-07-03,1210,West Valley,THEFT OF IDENTITY,31.0,F,B,Unknown,Invest Cont,4700    HASKELL                      AV,12
221817140,2022-09-09,2022-06-03,1,Southeast,THEFT OF IDENTITY,45.0,F,H,Unknown,Invest Cont,1400 E  92ND                         ST,0
230112870,2023-05-23,2023-05-23,1400,Central,BATTERY - SIMPLE ASSAULT,31.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 N  VIGNES                       ST,14
231606999,2023-04-05,2023-04-05,1235,Foothill,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51.0,F,H,Unknown,Adult Other,10700    KESWICK                      ST,12
221313689,2022-06-29,2022-06-01,44,Newton,THEFT OF IDENTITY,32.0,F,B,Unknown,Invest Cont,6900 S  MAIN                         ST,0
220410103,2022-06-21,2022-06-21,1300,Hollenbeck,"BUNCO, GRAND THEFT",76.0,M,O,Unknown,Invest Cont,4800 N  HUNTINGTON                   DR,13
220814507,2022-09-14,2022-09-14,1015,West LA,ROBBERY,30.0,F,H,OTHER KNIFE,Invest Cont,BUNDY                        AV,10
221917031,2022-11-18,2022-11-16,430,Mission,BATTERY - SIMPLE ASSAULT,65.0,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,DEVONSHIRE,4
220613630,2022-07-24,2022-07-15,1159,Hollywood,BURGLARY,38.0,F,W,Unknown,Invest Cont,3300 N  KNOLL                        DR,11
230111679,2023-05-02,2023-05-01,1810,Central,BATTERY - SIMPLE ASSAULT,67.0,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,800 W  8TH                          ST,18
220119054,2022-08-25,2022-04-01,1500,Central,THEFT PLAIN - PETTY ($950 & UNDER),71.0,F,H,Unknown,Invest Cont,1200 S  FLOWER                       ST,15
221117018,2022-12-03,2022-11-19,1700,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),48.0,F,O,Unknown,Invest Cont,2700    ESTARA                       AV,17
220715510,2022-10-20,2022-10-13,2255,Wilshire,BURGLARY FROM VEHICLE,31.0,M,F,Unknown,Invest Cont,8600 W  3RD                          ST,22
221015251,2022-10-14,2022-10-14,445,West Valley,VEHICLE - ATTEMPT STOLEN,44.0,M,H,Unknown,Invest Cont,INGOMAR                      ST,4
220113672,2022-06-06,2022-06-05,2000,Central,BURGLARY FROM VEHICLE,65.0,M,H,Unknown,Invest Cont,CENTRAL,20
220219773,2022-10-03,2022-09-20,2200,Rampart,BURGLARY FROM VEHICLE,24.0,M,W,Unknown,Invest Cont,200 N  LAKE                         ST,22
221711853,2022-08-01,2022-08-01,2210,Devonshire,BATTERY - SIMPLE ASSAULT,63.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21400    DEVONSHIRE                   ST,22
232111054,2023-06-29,2023-06-28,1724,Topanga,BIKE - STOLEN,38.0,M,W,Unknown,Invest Cont,VICTORY                      BL,17
220123747,2022-10-25,2022-10-25,140,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44.0,M,B,Unknown,Invest Cont,900    FIGUEROA                     TR,1
231810787,2023-05-22,2023-05-18,1145,Southeast,BURGLARY,76.0,M,B,Unknown,Invest Cont,600 W  92ND                         ST,11
221223368,2022-11-12,2022-11-12,1040,77th Street,"BUNCO, ATTEMPT",77.0,M,B,Unknown,Invest Cont,300 W  76TH                         ST,10
222116107,2022-11-01,2022-11-01,440,Topanga,INTIMATE PARTNER - AGGRAVATED ASSAULT,32.0,F,W,BLUNT INSTRUMENT,Adult Arrest,7200    LOMA VERDE                   AV,4
231213503,2023-06-07,2023-06-07,1700,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,49.0,F,B,VERBAL THREAT,Invest Cont,8400 S  NORMANDIE                    AV,17
220120723,2022-09-17,2022-09-16,1800,Central,BURGLARY FROM VEHICLE,25.0,M,H,Unknown,Invest Cont,1300 S  HILL                         ST,18
221915093,2022-09-29,2022-09-29,1405,Mission,EXTORTION,58.0,M,H,Unknown,Invest Cont,10300    WOODMAN                      AV,14
220318811,2022-10-20,2022-10-20,2215,Southwest,VIOLATION OF COURT ORDER,51.0,F,H,Unknown,Invest Cont,2700 S  CLOVERDALE                   AV,22
221420853,2022-12-13,2022-12-13,1928,Pacific,BURGLARY,30.0,M,W,Unknown,Invest Cont,3500    INGLEWOOD                    BL,19
230107707,2023-02-27,2023-02-26,2215,Central,BRANDISH WEAPON,28.0,F,B,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,500 S  SPRING                       ST,22
222116723,2022-11-15,2022-11-11,300,Topanga,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",53.0,M,X,Unknown,Invest Cont,20900    ROSCOE                       BL,3
231904709,2023-01-19,2023-01-18,1650,Mission,INTIMATE PARTNER - AGGRAVATED ASSAULT,24.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8300    VAN NUYS                     BL,16
220618535,2022-11-05,2022-11-04,1,Hollywood,BATTERY - SIMPLE ASSAULT,21.0,F,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6700    SELMA                        AV,0
231309740,2023-04-25,2023-04-25,1735,Newton,ROBBERY,19.0,F,B,HAND GUN,Invest Cont,23RD                         ST,17
220318010,2022-10-05,2022-10-05,1015,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43.0,F,B,MACE/PEPPER SPRAY,Invest Cont,1700 W  MARTIN LUTHER KING JR        BL,10
231905484,2023-02-06,2023-01-20,2000,Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55.0,M,H,Unknown,Invest Cont,8800    TOBIAS                       AV,20
221710757,2022-06-07,2022-06-07,125,Devonshire,THEFT OF IDENTITY,19.0,F,W,Unknown,Invest Cont,18300    ANKARA                       CT,1
